Zip,Positive_Cases,Tested
60510,31,240
60513,58,365
60514,24,143
60515,29,207
60516,41,271
60517,76,381
60521,42,310
60523,38,181
60525,97,573
60526,27,239
60527,142,591
60532,46,243
60534,44,173
60538,46,209
60540,41,440
60542,25,171
60543,60,285
60544,62,455
60545,16,80
60546,64,321
60548,9,69
60551,15,27
60554,10,90
60555,33,128
60558,16,144
60559,108,326
60560,26,146
60561,53,296
60563,49,367
60564,57,386
60565,81,355
60585,39,230
60586,116,675
60601,38,216
60604,6,25
60605,95,509
60606,25,168
60607,186,729
60608,505,1602
60609,430,1243
60610,118,624
60611,80,588
60612,310,1417
60613,192,759
60614,218,1042
60615,205,1105
60616,209,931
60617,414,1782
60618,404,1575
60619,482,1746
60620,526,1675
60621,250,793
60622,250,1044
60623,718,1716
60624,352,1170
60625,400,1300
60626,350,1197
60628,455,1633
60629,745,1876
60630,232,1179
60631,111,907
60632,589,1470
60633,65,265
60634,447,2288
60636,290,742
60637,279,1281
60638,334,1377
60639,762,2002
60640,333,1179
60641,366,1345
60642,55,349
60643,392,1393
60644,431,1318
60645,541,1566
60646,91,672
60647,336,1477
60649,359,1377
60651,477,1412
60652,262,831
60653,259,964
60654,86,307
60655,148,861
60656,114,769
60657,178,1046
60659,311,859
60660,184,649
60661,22,129
60706,115,605
60707,231,1114
60712,88,339
60714,224,637
60803,82,377
60804,574,1553
60805,97,317
60827,156,564
60901,177,726
60914,51,370
60915,18,164
60950,16,171
60954,9,68
60958,7,37
60964,9,65
61008,50,190
61016,13,62
61021,12,291
61032,10,129
61065,9,59
61068,58,258
61071,15,57
61073,8,88
61080,6,41
61081,22,71
61101,19,166
61102,32,119
61103,29,201
61104,24,120
61107,18,196
61108,46,198
61109,34,170
61111,10,122
61114,20,92
61115,11,124
61201,56,173
61235,6,20
61241,12,68
61244,87,213
61252,7,36
61264,11,54
61265,82,293
61282,20,73
61342,8,44
61401,21,192
61462,35,80
61554,8,168
61603,7,150
61604,11,181
61611,13,127
61614,15,144
61615,12,125
61701,33,593
61704,17,445
61705,7,173
61761,18,487
61764,8,124
61801,13,230
61802,17,238
61820,7,223
61821,11,325
61822,26,295
61832,6,219
61853,8,166
61874,6,95
61910,6,36
61920,10,89
61938,9,130
62002,40,124
62010,8,27
62024,7,18
62025,72,65
62034,21,28
62035,8,44
62040,39,219
62052,9,50
62056,8,87
62060,7,31
62069,7,41
62090,6,9
62095,9,39
62201,8,22
62203,13,23
62204,10,22
62205,12,29
62206,33,52
62207,21,19
62208,23,82
62220,34,93
62221,31,102
62223,24,51
62226,53,99
62231,27,104
62233,38,136
62234,22,84
62236,31,80
62249,9,59
62254,9,48
62258,12,52
62265,8,23
62269,32,124
62278,13,47
62286,10,62
62288,9,41
62294,10,42
62295,6,9
62298,25,79
62301,15,165
62305,13,66
62448,38,144
62454,6,66
62471,14,73
62521,69,390
62522,16,53
62526,12,117
62568,24,132
62618,14,73
62650,14,144
62684,9,35
62702,18,311
62703,8,218
62704,8,317
62707,7,67
62711,11,128
62801,41,294
62864,69,333
62901,45,250
62959,12,200
62966,8,125
62992,11,34
