Zip,Positive_Cases,Tested
60639,568,1501
60640,281,965
60641,293,1095
60642,40,303
60643,340,1108
60644,366,1094
60645,491,1390
60646,81,599
60647,251,1182
60649,311,1199
60651,396,1154
60652,234,691
60653,213,849
60654,83,278
60655,135,684
60656,92,670
60657,168,955
60659,272,747
60660,167,568
60661,20,118
60706,98,515
60707,190,923
60712,79,297
60714,161,505
60803,69,293
60804,433,1188
60805,83,265
60827,137,464
60901,170,634
60914,49,302
60915,13,122
60950,16,150
60954,9,58
60964,9,61
61008,27,133
61016,11,57
61021,11,282
61032,10,109
61065,7,50
61068,44,204
61071,14,49
61073,6,73
61081,19,62
61101,13,129
61102,26,96
61103,20,170
61104,19,102
61107,11,153
61108,32,164
61109,28,139
61111,8,92
61114,14,72
61115,7,109
61201,45,135
61235,6,18
61241,10,57
61244,73,177
61264,9,41
61265,62,231
61282,17,64
61401,9,142
61462,14,39
61604,9,90
61611,9,95
61614,12,82
61615,11,63
61701,33,531
61704,16,392
61705,7,150
61761,18,437
61764,8,110
61801,11,198
61802,16,199
61820,8,191
61821,10,278
61822,25,254
61832,6,197
61853,7,136
61874,6,81
61910,6,31
61920,7,70
61938,7,111
62002,33,103
62010,6,22
62024,7,15
62025,32,58
62034,10,28
62035,8,40
62040,33,188
62052,8,42
62060,7,29
62069,6,21
62095,8,33
62201,8,17
62203,11,22
62204,9,21
62205,10,26
62206,24,46
62207,17,17
62208,21,67
62220,22,70
62221,28,99
62223,20,44
62226,45,88
62233,34,117
62234,20,71
62236,28,72
62249,9,50
62258,11,46
62265,7,22
62269,25,114
62278,13,41
62286,6,49
62294,10,40
62298,23,70
62301,13,141
62305,12,56
62448,32,90
62471,13,63
62521,40,139
62522,7,44
62526,9,98
62568,23,119
62618,6,36
62650,12,121
62684,6,29
62702,18,270
62703,7,185
62704,6,268
62707,6,54
62711,10,110
62801,37,258
62864,26,208
62901,39,229
62959,11,185
62992,9,28
